# omega_b	omega_cdm	h	ln10^{10}A_s	n_s	tau_reio	delta_Neff_drmd	f_idm_drmd	log10z_stop
0.0223830363042947	0.10965909604258865	0.5163286229232091	3.026540887673737	1.0129440894958293	0.13213499282827748	0.9512724014360784	0.8611928439374785	4.259333326622062
0.022449959291020397	0.11449119132864509	0.6069175214645561	2.9144762077740167	1.0118951937583782	0.06767837293738388	0.24382793840497552	0.24149352069534463	2.8113671074550077
0.02153296456018468	0.1164675582805992	0.7992268652827943	3.0320462854376204	0.9941917006993453	0.12480313275353462	0.3112643211291206	0.5358329717850014	4.748565760985793
0.02191085484002429	0.11160873013053921	0.9325610587057982	2.908978468245707	1.002798713015412	0.06301374599583007	2.275423181977751	0.6835886227005984	2.4169456344354723
0.02224293504742644	0.10692565167850479	0.7669444460922897	3.0066450873833555	1.0246812533386624	0.10748155649487452	0.851454283513378	0.15881114452675305	4.770352878018434
0.021349178576873892	0.12430806122314561	0.6762180683971042	3.030254184007648	0.9681508833336289	0.11316872134040369	1.3816223160094725	0.49461809262856604	4.255986816225808
0.02214400333629109	0.1177986307396851	0.599498642555367	2.9474395667703073	0.9757953842023304	0.07943019578825408	1.633557712110007	0.5965036567008457	2.2943528295823548
0.021485515884539327	0.11965487692049269	0.9144955397369675	2.987446382828325	0.9899105346595568	0.11044997769277695	1.6062640799746593	0.6698697843349296	2.9218413043441145
0.021983490946271132	0.1096785278794734	0.6350059913416456	2.976430846577717	1.0314457841872426	0.11411174578149569	1.7880443319150967	0.3170385925123465	3.0867833047274233
0.022248112552070286	0.10721866871678416	0.8414500825112284	2.9796753166148275	1.0269324510365336	0.1111991078472606	2.251859318470422	0.7236798595470423	3.888854808448818
0.02217463354001821	0.11093708789718372	0.8792881722960842	3.0900640776299775	1.019167265028357	0.1570691389425689	1.6996408733880446	0.17287831932403147	3.579904879776051
0.022042608931989168	0.10840734565450544	0.7801258296617644	3.0908025110837083	1.0094783524481874	0.157592293846595	1.8995359584273084	0.33630956607041396	3.6562454970026206
0.02098152177286886	0.11615793670984872	0.6584669916304827	2.9991708615755743	1.0069475072852319	0.10651126723252931	1.0935428118648218	0.4371059183804889	2.4707023093402842
0.02173674420000853	0.1175835742646635	0.8076143262740869	2.9536698865879676	1.0086939903917105	0.09568256611291182	2.6796627958236234	0.8800182303864426	3.9803033100651746
0.02180475726171218	0.11635130842615256	0.9252649839338496	2.94227487479382	1.0068754601524565	0.08767851728139615	0.18494836086992605	0.5529606619160499	3.675672868148012
0.02265794305563772	0.1134311211717127	0.858380227443589	3.0071319195391566	1.0213380844874707	0.11127707211100892	0.03624400849449816	0.18845358571420678	2.84449921284849
0.022176383105035797	0.11432474608424846	0.9273661902074037	2.942338974749276	0.9847151363281367	0.08213556994226408	2.2584756787027738	0.8021123115529601	3.1702727625318183
0.021463015321154653	0.11894394669142473	0.5171880809375003	2.914946760479768	0.9871646872545801	0.07651182056797132	0.8574683314909728	0.5069098945251074	3.3767349935928404
0.023066147264728876	0.10541296136596497	0.8979672928958787	3.0232803362949454	1.026415835810702	0.12604269621418046	0.7691897616363572	0.334185431713102	4.069190346848989
0.021896441621976414	0.10862490468539296	0.737362040461343	2.9791147201339934	1.0158096677282662	0.1033599132070779	0.4298717727265515	0.45702188351902917	4.380035928540336
0.021668833547403687	0.11908079935754144	0.6461993639821347	2.936787626319438	0.9919808201771149	0.07920196308004346	1.2679337063775895	0.9840262077891262	4.47987397268948
0.022137907190416105	0.107636447080063	0.72871908334946	3.039606200489602	1.0273009587409099	0.12592897027341793	0.2142917801010753	0.16064018639456745	3.4463507757158256
0.02287518129093001	0.11357983593775449	0.7472062740162676	3.019328179254099	0.9861312227578238	0.11756093618421522	1.7400937459875052	0.4539032787446862	3.3171861211627522
0.02166964052659673	0.11646168028140047	0.7874963272409569	3.0024709685189905	0.9813614102607597	0.09204706085918941	1.1843749193730448	0.22471100348807765	2.243988273472565
0.02281437307181244	0.10751240235870917	0.7860539576861657	2.9940310368177174	1.0235382160553677	0.11037896310460601	1.4700677520397796	0.034896993248091646	4.013039678173236
0.022024872660135517	0.11699779301451609	0.9361169561011404	2.926622747604731	1.0001701338171898	0.06678660513991509	0.6636325412663548	0.7735737052657383	2.4476747276058495
0.022349024297540113	0.1208743629187827	0.501262765397168	3.025073150416577	0.9880924877932665	0.11228114391561154	0.6620448917742208	0.6091567259588504	3.815589054831737
0.02239512828146594	0.10601522236286937	0.8604095059772879	3.0128713849687734	1.0259130421341665	0.1267199200913181	1.127579669058436	0.2001490833946189	2.917806811721381
0.021575156334661824	0.11891596818028556	0.6591822940524349	3.018920781641054	0.9964687423976636	0.09022119623091206	1.1284752484355773	0.5259366645504441	2.491561663201748
0.022405535038526818	0.11684814822083414	0.7656241320113129	2.984731026577021	0.9949394904907626	0.10542415264595104	1.3189998393630704	0.5040418359211986	2.4522709802056286
0.021348170644666455	0.11970461965923608	0.7187701121975955	2.9844416337057655	0.9987326994010254	0.09609149030065071	2.9460998553857123	0.9653369200136963	3.9559837492065655
0.02195499003386038	0.11281700796164189	0.7086831891255164	3.0421340626549838	1.022423316632896	0.1302080101499566	1.1351759031470359	0.23802216123779185	3.3964635826556315
0.022087975376580582	0.11341186214225937	0.8782964025921651	2.912820404265683	0.9885731944066837	0.06073854545356183	1.4332737573302425	0.6757824517482315	2.2302686661471176
0.022186909399276228	0.12125840939407587	0.7519802307066333	3.009011168069383	0.999495334013747	0.09310052415921584	0.6811177560321838	0.3021729595250754	4.590690365993555
0.0221867619466048	0.11103211942579998	0.765913440617274	2.9940843873579723	0.9936082057777091	0.11235798648775555	1.8373868180667805	0.14356322023324175	3.889692864612926
0.02188765640758138	0.11759469735434508	0.5393807546288648	2.9450140477655444	1.0097315761509071	0.07897221560920212	0.09118204729044055	0.7801749272947827	3.383979081374932
0.022522801703451587	0.11563455997068783	0.6572243375923069	3.0621701522476354	0.9941323695122993	0.1331013945949593	1.907102680510169	0.6378963333423935	2.013300486095676
0.021837957896844163	0.11372975323056148	0.7599080827630232	3.071637961864449	0.9896601729046497	0.13730931831612853	0.25363450668545817	0.934899177329862	3.1704346887366848
0.021709286121442115	0.11300629207567132	0.6347118540906069	3.0751864253613035	1.0248417300839046	0.14090135247702676	1.8779972938485643	0.28716403965645537	3.1644161862264673
0.021671335965027256	0.12096638847130238	0.5816304295074263	3.038792381247885	0.9957003369112433	0.12676030324655482	1.3600893142165114	0.40509603763760244	4.51391002978743
0.02270270715817754	0.11389074230229088	0.8932066627473891	3.0237220460455374	1.0119130760315818	0.13321867168072776	1.0077573276609177	0.5296328137665154	2.9599464202576367
0.021713194361572777	0.12057097503205208	0.9955017090832503	2.97344389420577	0.9930108286735702	0.10031106416720588	0.949832516436818	0.7219125032379311	2.935198935809577
0.0220419618479449	0.1159760649686336	0.820713054407533	3.0441963483891343	0.9905929334998473	0.10790891289867774	2.78622099092867	0.14264254229758871	4.167868496834766
0.02185083149927828	0.11305184635543473	0.9308600466326936	2.988388984841365	1.0007086849047853	0.09349996975386694	0.6337068388087677	0.2505484845056443	2.470933493763447
0.022579377020770657	0.11272046172391047	0.631840573310518	3.111382858594517	0.9979345350130703	0.14911204156178817	1.5004225242817297	0.7036372775316063	2.8852182641989708
0.022244456143291593	0.11756293032653997	0.7758783184832055	3.0463654962257904	0.9910018207406022	0.1388279668352594	0.7438335937711449	0.3251545304374764	3.1878000264199366
0.021952767310556183	0.11296371108284699	0.6804068407305295	2.9756759384396347	1.0118068175143116	0.1097699560650291	0.11835641927530638	0.9239377369262409	2.223530867373455
0.021443070830273688	0.11867823506590952	0.8751896050513628	3.0704065089521957	0.9973136392252462	0.14156229419986513	2.435772021179571	0.03367739114258683	3.827273972350598
0.0222417838409152	0.12159320600837997	0.9400934790454414	2.969937924012106	0.9851230776969506	0.07913079406053011	2.6553434589685967	0.6039665117870303	4.305135584533987
0.022102912913922752	0.1094357725452045	0.5208794832016348	2.998322627166447	1.009968512504011	0.09854594284380486	0.1991523671780575	0.4986479858560542	4.550962757773576
0.021492033021015815	0.112932018313578	0.8587548227793729	3.0147182695233723	1.0160722865975875	0.1215481865862405	1.9130607736254246	0.42965124071363514	2.9287242694365165
0.02194082211980808	0.11473387482529376	0.9562234679541142	3.0641451331982266	0.9892319961457581	0.14080883580271655	1.3103505399744257	0.08317710290116542	2.143013171766685
0.022352173480404292	0.11418473589717087	0.6025960280500291	3.0352863164733614	1.0172035306573812	0.1260712719321843	0.8579810481806802	0.258028911583987	3.583837022892681
0.022364658661922377	0.11763423623557742	0.7123518239683861	3.0219902264293923	0.969940117691171	0.10431254796029417	1.26255991891444	0.5995776752016103	3.843884642745882
