# omega_b	omega_cdm	H0	ln10^{10}A_s	n_s	tau_reio
0.03283073690821435	0.20398459370401462	70.96098988616383	2.8916763817322413	0.92834827408065	0.03200477888407022
0.025744107559424377	0.19204999023647565	70.4633317713441	2.2136288522259946	0.832402563112497	0.12982753290757867
0.015342141253820345	0.09484999840475195	70.51439400043371	2.5950352979445257	1.0725343570898453	0.04919159864223129
0.030753768297875843	0.14968032500097914	69.88790039128712	2.9177213936229602	1.16851315407615	0.04665508918539318
0.017589044360705464	0.03378251105171319	70.27174491649137	3.1163541620083874	1.1638015253965925	0.17967124625122818
0.022107385486093638	0.2356975920131406	70.6570345770003	2.9542064738556912	0.9129085341383312	0.06437487347319729
0.029731035251177988	0.23278238071133567	70.70823501307387	3.303515502503178	0.8151526961699725	0.08482938964817666
0.02352234679060433	0.04984340670964811	70.73519353471418	2.831340256250909	0.8968989698108146	0.09601373294152744
0.0176251449542651	0.1040369647306786	70.72186226299978	2.9013631443059174	1.0715677644666388	0.11295121095192578
0.03055822795300219	0.22382560537623952	69.6772101283385	3.9248738760750688	1.0961241044786654	0.18945933488367456
0.019752942174614242	0.02572183677283571	69.60255233631099	2.175287837248839	0.9561414876035016	0.03450365566567838
0.015157510650947946	0.1741294693980127	69.79222405217729	3.5542672000966515	1.0237142162625321	0.195142072425452
0.0262380656572996	0.03553761354740281	70.08290736205186	3.8494279788951076	1.0487552199763488	0.16859948313195589
0.017432469847555324	0.15741459607414246	69.98047797380127	3.9794872068018123	0.8455995478359927	0.12168278807039995
0.015142003638795526	0.07470838938248965	69.91141432303628	2.9031422158103544	1.17289348114994	0.010605873280469746
0.025247825832917365	0.17913430895624596	70.42290970853144	3.5230857509047495	1.1312476237880515	0.11430403001253177
0.018080508820828022	0.01828518198524587	70.16235960881673	3.3089064820293106	0.9188547565519983	0.1873608081463795
0.018988487915443122	0.17894101897300108	69.99946945456621	2.895958469443386	1.1772117996698745	0.19989345559475336
0.017833119621399034	0.0517246613678502	70.19982525249723	3.82879761853052	0.8768260205182057	0.17208744542004012
0.01624418201354847	0.012556053499346242	70.54002429092478	3.555701293388737	1.062269363284865	0.1462916890092526
0.02071394302490024	0.027828788113282182	69.40894436819279	3.697093338979816	1.0396317482064346	0.05317115049352347
0.016127971763625158	0.23781890579217713	70.10735206507843	2.2850207240242573	1.1555221236854356	0.01481113802839329
0.029603156714016386	0.04588492312382088	70.74695051936554	2.3832235879290398	0.9627238312202552	0.054525325344776485
0.02272585483338153	0.1678216676064417	70.9143172045153	2.9757350874960475	0.8120949055196399	0.09882128679968401
0.030951344932614033	0.17567063193007926	69.61975768932064	3.7150390897441485	1.096129726425126	0.14131857810628554
0.01796545651032819	0.1806418434820535	70.461128669052	2.4759294902470863	1.0019198196850214	0.021733387475618565
0.02675266565560382	0.10913544203341036	69.14492521444136	3.241154593318581	0.9254743496938962	0.17413984675942829
