# omega_b	omega_cdm	H0	ln10^{10}A_s	n_s	tau_reio
0.030745877980299877	0.09182884350243313	70.42469470710739	2.6693040303551276	0.9273806416253696	0.04225999078170792
0.01619950675690851	0.11186145801853414	69.91075090857676	2.8951895709298294	1.0679146515937692	0.12015455903824696
0.014768244481417635	0.24207703769678462	69.09330809487628	2.786228073936533	1.0275415141760629	0.30053951064015594
0.030782935120284995	0.03456858990124828	70.59103778351026	2.5960642372887026	0.8394465437477512	0.14471032021278568
0.027528934655272785	0.12891959093973202	70.03284078554209	2.766386260736497	1.2805700941898028	0.2060946898623467
0.017236956962060398	0.11930858978677371	69.3654794001412	3.317933182459991	1.1440744017611324	0.2283331927245956
0.023128200830272644	0.14004932403736559	70.0750569086894	2.2131991282402312	1.0388222443040862	0.11071743346311425
0.020084190488876698	0.18221896046108957	69.4121080595814	3.385880632962678	0.901073547234432	0.1557592860408678
0.03230832184359906	0.10943626191107694	69.28504715804877	2.8230613849881117	1.2419683978942235	0.13123577360439861
0.021231724795247462	0.24481566446684006	69.79559011970598	3.9590345681686516	0.9181695886916563	0.17132439036232475
0.025418762011668348	0.17498094202765463	69.89437353580327	3.8646340522949716	1.0590319787514915	0.12366915214238342
0.02131922670294272	0.17951780925476804	69.10112639666245	3.3118656848264862	0.8369503057920689	0.2922332924021385
0.030204844884817374	0.2263120551423662	70.70460912993642	2.6997874151568	1.0862765449919565	0.35875463211313363
0.018860146200833743	0.1430753663578047	69.93278586967706	3.5534506152087992	1.2481869634868978	0.1627098208599723
0.014845407323976512	0.10739358969468482	69.54854467842124	2.405969585628873	1.1340628518417957	0.09607875725052102
0.03252215564908015	0.1953551686634561	70.71259634051749	3.529717084128322	1.0433082148885306	0.3268789436885071
0.02384409628995252	0.15918206986513198	70.0122101295853	3.488947428219633	1.1885869812912206	0.23409888557292868
0.03182444762688784	0.019374654236648803	69.2421287707958	2.666541360562521	1.1132568272555268	0.15634954015283145
0.027792765990629287	0.16401446446719983	69.23555593148338	2.643736347016932	1.1192691258139642	0.36408797662234343
0.02938807274934522	0.15288412097937903	70.37897500586506	2.145233272952827	1.1287875969731658	0.21692288157095468
0.026744299588937114	0.2196165287618247	69.60545015143059	3.19489061669873	0.9342242949469656	0.37417266172386743
0.029210135104944242	0.17492966525570658	69.79990037162108	2.2289309878412613	0.8945515022164472	0.3594916217540921
0.02600321114487698	0.2215126323969578	70.22841506612369	3.6851989913133902	0.9113364629042565	0.20797786653631747
0.024913643809930313	0.03876544869411887	69.51830981129507	2.9779842156225484	0.9162859086578184	0.3962343275000133
0.028948206349788133	0.03653044503059914	70.72061526459346	3.3901131198854797	1.1974362294500143	0.22498322840836427
0.023381513326310305	0.09828284828617816	69.74060446709237	3.1473036187220274	0.9329997218220045	0.2166532920223633
0.019841515045172738	0.028132247715363518	69.17258586702494	3.2939789836639113	1.2192634156639781	0.11537279324731682
0.01658910790567415	0.18936445475270314	70.184202570108	2.714422044802107	0.775401999831848	0.04616142168281415
0.022222785202299734	0.071923221363349	70.06618922237136	3.286589014184478	0.7324167234225876	0.20982305356341413
0.03285972550113285	0.0817661279367519	69.3479074183527	2.777213328503183	1.0546230499129565	0.10015018136072856
0.021538774707297613	0.15028064942549083	70.20804342756202	2.584279612381865	1.0943520377201206	0.18752000774856803
0.022955777796581124	0.031694268635393014	70.72969640120674	2.7740095726194163	0.871268063822038	0.3568901110222208
0.023685560181393835	0.1207220770292923	70.37211195283085	2.8986134435311883	0.8537431360197869	0.18299174108459937
0.03249710471563141	0.14706740921342018	69.20861076664049	2.848753146887438	1.0628200187614696	0.21162629728910104
0.02392265443349705	0.02443514638385401	69.18110827310184	2.719947336627654	0.7584215548628699	0.2499184925751963
0.018259915126359397	0.07427147924420383	69.46997481490139	3.744620565719872	1.1038029279909294	0.3497196764138488
0.02105502051661491	0.055968160128003736	70.42356590227556	2.9763300182015673	1.1841800554193818	0.07520691870192919
0.029968272536349087	0.027531957007414218	69.73986904981999	2.7794897122392155	1.1634806590502966	0.3517458704883877
0.026460772243820905	0.12180646810692514	70.7647813326893	2.9359953022008907	1.123778255185002	0.3033041806112796
0.026299110586338464	0.2448946529844244	70.72410682731758	2.560010554024887	1.2457327810181684	0.36176130166308285
0.01538149022565674	0.20815240832800241	70.72251137488789	2.6833288024837216	0.747700416248278	0.2681938036271543
0.02212702047382424	0.11884972436361925	70.87558647438149	2.7235135049165677	0.8353539437827433	0.22973909719887722
0.030118498428414603	0.18799459781861053	69.71477972293485	3.6293795526773365	0.7269473419975336	0.10388063269185796
0.020874548669858026	0.01922757457660608	69.39063730401607	3.1331480792011597	0.7737328161748797	0.0574789175467989
0.027313678700907555	0.1650491241996711	70.4538719949981	3.8253240073601984	0.7093710800732698	0.09322073527138282
0.023058640827383244	0.08765201721321808	69.63549164236922	2.625609379941557	1.0750839115405688	0.047015557571071315
0.028590857924461782	0.23437261964259676	69.67003518562743	3.63950763210972	0.9777764822570164	0.3618285367259382
0.014512301410854364	0.013827470349841678	70.02402230677315	2.463551939123591	0.9743950545043726	0.23605400098329515
0.02853095960941395	0.08980250708479577	69.91087785325396	3.396849968127178	1.2691341955490263	0.11235977858511993
0.023972779104519035	0.0831516673437994	70.08435772584399	2.256876052808423	0.8242327289836242	0.3166301995552624
0.020265634557277503	0.025413721948426393	69.31129522465741	3.650989625219699	1.1698770744278417	0.3530073489856216
0.01551420926451324	0.07568650023758988	70.01575766675516	3.9294892278010947	0.9624724123095625	0.23452106690299201
0.016127299856257896	0.2059041419909759	69.38797845207057	3.6265232318767615	1.1079386830273845	0.33672655500039533
0.01505667818702164	0.10568010215804263	70.11008389721255	3.509170247127539	1.2957710589326847	0.33500855557361386
0.0248735607758846	0.16248669485191722	70.35406287417722	2.4846235583167866	1.0982601415529847	0.35193196776099067
0.0208144825914355	0.08882650218924074	70.69289110821998	3.626337853959363	1.145756874691528	0.30204977245332293
0.018980577832669793	0.16880568187137723	69.95441112518219	2.232559785452897	0.9412352054104054	0.17365500922401103
0.03250643098914005	0.19952042770126382	70.53799673617975	3.619778939797519	0.8581161115383844	0.11135234668027433
0.02444466684641113	0.22346931597691788	70.86071907212438	3.2882697431411216	1.1475778580888667	0.11771255124832487
0.030269558815589997	0.09425967476409183	70.93575806214457	2.913465305246724	1.1964189000681982	0.14076846004771443
0.024752563529676055	0.13684656411666274	69.48315896490618	3.0604735200251914	1.045754057106115	0.14891160455260777
0.02653919656698767	0.07435079106169518	69.6861323851729	3.4605538005618266	1.2603460221169214	0.23913828843928545
0.017211578588349805	0.06575307938003579	69.5137596064632	2.949860308103714	0.978063189758128	0.08592389932186383
0.023982246759947458	0.09300743630334116	70.63550805039446	3.499492005346859	0.8408752059196729	0.05342651224558356
0.018699179807933983	0.13520497414890784	70.9338412532764	3.2512542068560686	0.8748299293558246	0.2687631724366159
0.0199037911167597	0.06392259755548799	69.85760037321212	2.9955866845236088	1.1344761591573962	0.21572585261062732
